1 -0.000305 0.000488 -0.000488
1 -0.000671 0.000854 -0.001038
1 -0.001038 0.001282 -0.001465
1 -0.001648 0.001831 -0.00177
1 -0.004089 0.003357 -0.002014
0.999939 -0.005859 0.005493 -0.002808
0.999939 -0.007446 0.007141 -0.003357
0.999939 -0.009277 0.008606 -0.003662
0.999878 -0.010925 0.01001 -0.004028
0.999817 -0.013489 0.011719 -0.004639
0.999695 -0.018066 0.014526 -0.005188
0.999512 -0.023987 0.018127 -0.005432
0.999268 -0.030701 0.022034 -0.005432
0.998962 -0.037231 0.025635 -0.005249
0.998657 -0.042725 0.028381 -0.004822
0.998474 -0.046143 0.029907 -0.004517
0.998413 -0.047363 0.030334 -0.004333
0.998413 -0.04718 0.03009 -0.00415
0.998413 -0.047119 0.029846 -0.003845
0.998413 -0.047302 0.029907 -0.003723
0.998413 -0.047485 0.029907 -0.003723
0.998413 -0.047485 0.029907 -0.003723
0.998413 -0.047363 0.029846 -0.003784
0.998413 -0.046997 0.029968 -0.003784
0.988586 -0.106812 -0.105652 -0.011902
0.988586 -0.106567 -0.105652 -0.011902
0.988586 -0.106567 -0.105652 -0.011902
0.988586 -0.106689 -0.105652 -0.011963
0.988586 -0.10675 -0.105652 -0.011963
0.988586 -0.10675 -0.105713 -0.011902
0.988525 -0.106873 -0.105957 -0.011902
0.988525 -0.106995 -0.106201 -0.011963
0.988464 -0.107056 -0.106506 -0.012146
0.988464 -0.106873 -0.106812 -0.012329
0.988464 -0.106506 -0.106812 -0.01239
0.988525 -0.106201 -0.106628 -0.012573
0.988586 -0.105835 -0.106323 -0.012939
0.988708 -0.105164 -0.105652 -0.013428
0.988953 -0.104248 -0.104614 -0.014099
0.989197 -0.103149 -0.10321 -0.014954
0.98938 -0.102173 -0.10199 -0.015808
0.989563 -0.101257 -0.101318 -0.016785
0.989685 -0.099976 -0.10083 -0.018005
0.990051 -0.097351 -0.09967 -0.019531
0.990601 -0.093323 -0.097656 -0.021484
0.991272 -0.087708 -0.095215 -0.023987
0.992004 -0.081482 -0.092346 -0.026794
0.992737 -0.075562 -0.088623 -0.029541
0.993408 -0.069946 -0.084473 -0.032837
