60.206253,-17.04375,6.95625,0.005992107,-0.0041278964,0.0030626326,0.8737508,0.95399934,9.823857
59.925003,-17.362501,6.95625,0.008122634,-0.001997369,0.0041278964,0.84500504,0.9204626,9.8094845
59.925003,-17.362501,6.95625,0.0027963168,-0.0083889505,0.0030626326,0.849796,0.95399934,9.861587
59.2125,-16.9125,4.78125,0.005992107,-0.0083889505,0.00519316,0.86895984,0.9444174,9.837631
59.49375,-17.53125,6.7875004,0.008122634,-0.00519316,0.001997369,0.8593779,0.882135,9.837631
58.631252,-15.375001,5.71875,0.008122634,-0.00519316,0.0062584234,0.8833327,0.9204626,9.8094845
58.631252,-15.375001,5.71875,0.0070573706,-0.0041278964,0.001997369,0.8210503,0.91567165,9.804693
60.05625,-17.212502,6.80625,0.0070573706,-0.001997369,0.0062584234,0.8354232,0.9204626,9.852004
60.05625,-17.212502,6.80625,0.0070573706,-0.00519316,0.0041278964,0.8833327,0.9444174,9.804693
60.05625,-17.212502,6.80625,0.0070573706,-0.001997369,0.00519316,0.8833327,0.9012988,9.799903
58.66875,-18.768751,5.2125,0.0049268436,-0.0041278964,0.00519316,0.84500504,0.91088074,9.852004
58.66875,-18.768751,5.2125,0.0049268436,-0.0041278964,0.00519316,0.84500504,0.91088074,9.852004
60.206253,-17.04375,6.1875005,0.0070573706,-0.0083889505,0.0041278964,0.8641689,0.9492084,9.852004
60.206253,-17.04375,6.1875005,0.0049268436,-0.0041278964,0.0030626326,0.8641689,0.93004453,9.819067
60.35625,-17.212502,6.3375,0.010253161,-0.0041278964,0.0041278964,0.8593779,0.93004453,9.871168
59.925003,-17.0625,5.71875,0.0038615803,-0.0041278964,0.001997369,0.85458696,0.93004453,9.866377
59.925003,-17.0625,5.71875,0.0070573706,-0.0083889505,0.0041278964,0.849796,0.9348355,9.852004
59.625004,-15.975,6.5062504,0.005992107,-0.00519316,0.007323687,0.8402141,0.9348355,9.861587
59.625004,-15.975,6.5062504,0.0070573706,-0.0030626326,0.0041278964,0.8354232,0.88692594,9.828649
59.343754,-15.975,6.95625,0.0038615803,-0.0041278964,0.0030626326,0.87854177,0.89650786,9.828649
59.343754,-15.975,6.95625,0.0038615803,-0.0062584234,0.0041278964,0.89291465,0.89650786,9.814276
59.775,-17.212502,8.043751,0.0070573706,-0.0041278964,0.0030626326,0.8833327,0.882135,9.837631
59.343754,-15.975,6.5062504,0.0049268436,-0.0041278964,0.0041278964,0.8641689,0.89650786,9.8424225
59.343754,-15.975,6.5062504,0.0038615803,-0.0041278964,0.0030626326,0.8881237,0.89650786,9.823857
59.756252,-15.825001,7.1250005,0.0038615803,-0.0062584234,0.0062584234,0.8641689,0.8677621,9.871168
59.756252,-15.825001,7.1250005,0.0038615803,-0.0083889505,0.0030626326,0.86895984,0.91088074,9.847214
59.343754,-16.743752,6.4875,0.0038615803,-0.007323687,0.0041278964,0.84500504,0.9060898,9.83344
59.775,-16.893751,7.5750003,0.005992107,-0.0030626326,0.007323687,0.8402141,0.9012988,9.828649
59.775,-16.893751,7.5750003,0.005992107,-0.0030626326,0.007323687,0.9072875,0.91088074,9.856795
60.206253,-17.362501,6.95625,0.005992107,-0.0030626326,0.0062584234,0.85458696,0.9012988,9.8424225
60.206253,-17.362501,6.95625,0.005992107,-0.00519316,0.0041278964,0.8210503,0.92525357,9.8094845
58.93125,-16.7625,5.7000003,0.005992107,-9.321056E-4,0.007323687,0.9072875,0.87255305,9.861587
58.93125,-16.7625,5.7000003,0.009187898,-0.00519316,0.0083889505,0.8641689,0.877344,9.88075
59.343754,-16.743752,6.4875,0.0049268436,-0.00519316,0.007323687,0.8210503,0.8917169,9.83344
58.781254,-16.59375,5.08125,0.0038615803,-0.0030626326,0.0041278964,0.86895984,0.8917169,9.738818
58.781254,-16.59375,5.08125,0.008122634,-0.0062584234,0.00519316,0.8402141,0.9060898,9.861587
59.625004,-15.975,6.5062504,0.0049268436,-0.0083889505,0.0030626326,0.8593779,0.91567165,9.847214
58.93125,-17.0625,6.9375005,0.0070573706,-0.0062584234,0.0062584234,0.849796,0.9348355,9.875959
58.93125,-17.0625,6.9375005,0.0049268436,-0.0041278964,0.0041278964,0.8737508,0.92525357,9.823857
59.625004,-16.29375,6.4875,0.005992107,-0.0062584234,0.00519316,0.8593779,0.91567165,9.828649
59.625004,-16.29375,6.4875,0.008122634,-0.0083889505,0.0083889505,0.86895984,0.882135,9.894525
60.206253,-16.743752,6.5062504,0.010253161,-0.00519316,0.0030626326,0.86895984,0.89650786,9.856795
60.225002,-18.45,6.1687503,0.0049268436,-0.0041278964,0.0062584234,0.86895984,0.9204626,9.7765465
60.225002,-18.45,6.1687503,0.0049268436,-0.00519316,0.007323687,0.86895984,0.9012988,9.861587
59.49375,-17.53125,6.7875004,0.005992107,-0.00519316,0.0062584234,0.8354232,0.93962646,9.8424225
59.49375,-17.53125,6.7875004,0.005992107,-0.0083889505,0.007323687,0.86895984,0.8917169,9.814276
59.49375,-16.59375,6.80625,0.0038615803,-0.0083889505,0.0041278964,0.8210503,0.88692594,9.83344
59.49375,-16.59375,6.80625,0.0049268436,-0.007323687,0.00519316,0.85458696,0.92525357,9.814276
60.05625,-16.59375,5.5687504,0.0070573706,-0.007323687,0.0062584234,0.8306322,0.9204626,9.781338
