Format Version,1.23,Take Name,Take 2022-01-13 01.14.23 PM,Take Notes,,Capture Frame Rate,20.000000,Export Frame Rate,20.000000,Capture Start Time,2022-01-13 01.14.24.431 ,Capture Start Frame,387744,Total Frames in Take,1228,Total Exported Frames,1228,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Bebop_211,Bebop_211,Bebop_211,Bebop_211,Bebop_211,Bebop_211,Bebop_211
,ID,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7,D62653176FB111EC89234D9196B4AAB7
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
248,12.400000,-0.006865,-0.012896,-0.000967,0.999893,-468.485962,79.660301,2321.621582
249,12.450000,-0.005761,-0.012249,0.001169,0.999908,-468.512665,79.583138,2321.829102
250,12.500000,-0.004757,-0.012520,0.001521,0.999909,-468.497467,79.788445,2321.874756
251,12.550000,-0.004825,-0.012283,0.001623,0.999912,-468.506836,79.764206,2321.913818
252,12.600000,-0.004945,-0.012606,0.001019,0.999908,-468.468628,79.795845,2321.840820
253,12.650000,-0.005482,-0.012273,0.001513,0.999909,-468.461182,79.651939,2321.845215
254,12.700000,-0.007394,-0.012304,-0.001272,0.999896,-468.332977,79.663445,2321.842529
255,12.750000,-0.004682,-0.013399,0.000577,0.999899,-467.856598,79.982719,2322.009766
256,12.800000,0.003530,-0.014858,0.005752,0.999867,-467.220581,80.660164,2322.433105
257,12.850000,0.003187,-0.015201,0.005952,0.999862,-467.157104,80.868912,2322.279053
258,12.900000,0.002554,-0.014598,0.006191,0.999871,-467.267517,81.006134,2322.241455
259,12.950000,0.000345,-0.014415,0.004242,0.999887,-467.356659,80.875191,2322.051514
260,13.000000,-0.002294,-0.014665,0.000569,0.999890,-467.464630,80.491051,2321.903564
261,13.050000,0.001677,-0.015683,0.000773,0.999875,-467.047607,80.061516,2322.224121
262,13.100000,-0.006054,-0.015881,-0.002642,0.999852,-467.246948,79.778404,2321.699951
263,13.150000,0.003346,-0.015833,0.005335,0.999855,-467.326904,80.677963,2322.133301
264,13.200000,0.000208,-0.015577,0.002573,0.999875,-467.378082,80.414040,2321.963379
265,13.250000,-0.002129,-0.015406,0.000266,0.999879,-467.380585,80.294968,2321.839600
266,13.300000,0.001556,-0.015798,0.002546,0.999871,-467.345184,80.668823,2322.081055
267,13.350000,-0.005648,-0.015427,-0.002828,0.999861,-467.469788,80.068855,2321.672119
268,13.400000,-0.003823,-0.015349,-0.001456,0.999874,-467.468018,80.269638,2321.707764
269,13.450000,0.000320,-0.015690,0.001989,0.999875,-467.367035,80.559570,2321.972900
270,13.500000,-0.000920,-0.015737,0.001304,0.999875,-467.429108,80.441071,2321.896973
271,13.550000,-0.004380,-0.015438,-0.001579,0.999870,-467.535828,80.179909,2321.650635
272,13.600000,-0.005889,-0.015264,-0.002554,0.999863,-467.625946,80.019249,2321.619141
273,13.650000,0.001734,-0.015477,0.002942,0.999874,-467.478363,80.756340,2321.894775
274,13.700000,-0.005113,-0.013385,0.004628,0.999887,-467.891571,81.848122,2321.412598
275,13.750000,-0.007555,-0.000682,0.017682,0.999815,-470.124603,87.431747,2321.442383
276,13.800000,-0.017496,0.022813,0.024948,0.999275,-472.471252,97.977684,2322.873535
277,13.850000,-0.023375,0.042209,0.027760,0.998450,-473.368347,114.224976,2326.127930
278,13.900000,-0.021759,0.046723,0.037659,0.997961,-471.981293,137.107605,2330.087646
279,13.950000,-0.020885,0.040945,0.037258,0.998248,-469.321777,164.652740,2333.226562
280,14.000000,-0.022588,0.038598,0.035063,0.998384,-466.630463,199.013321,2336.079834
281,14.050000,-0.029754,0.035778,0.029194,0.998490,-465.480408,238.543182,2339.773682
282,14.100000,-0.033321,0.028869,0.023833,0.998743,-463.272247,282.518372,2342.709717
283,14.150000,-0.033672,0.022525,0.023066,0.998913,-461.588776,332.217102,2344.510498
284,14.200000,-0.031276,0.018825,0.020215,0.999129,-461.445862,387.348114,2344.678467
285,14.250000,-0.039231,0.022038,0.011434,0.998922,-463.318085,447.273346,2342.563232
286,14.300000,-0.036293,0.025062,0.002726,0.999023,-467.250031,511.004272,2338.885254
287,14.350000,-0.031324,0.016817,-0.009898,0.999319,-471.993011,578.767700,2334.072510
288,14.400000,-0.027886,0.009591,-0.013157,0.999479,-475.670685,650.356323,2330.245117
289,14.450000,-0.015613,0.000046,-0.012409,0.999801,-477.587799,722.861511,2327.094482
290,14.500000,-0.007750,-0.009505,-0.008874,0.999885,-478.346161,795.800354,2324.869873
291,14.550000,-0.010876,-0.012339,-0.017751,0.999707,-478.311493,866.577087,2323.291504
292,14.600000,-0.015995,-0.002352,-0.022671,0.999612,-479.349701,935.834106,2322.517334
293,14.650000,-0.019325,0.011341,-0.031376,0.999256,-481.144531,999.688354,2322.493652
294,14.700000,-0.027636,0.024790,-0.030490,0.998845,-483.794983,1057.922241,2320.989990
295,14.750000,-0.029976,0.033940,-0.021515,0.998743,-486.425507,1110.478516,2319.394287
296,14.800000,-0.032085,0.039737,-0.017097,0.998549,-489.504608,1154.470337,2317.899902
297,14.850000,-0.028205,0.043484,-0.015407,0.998537,-493.122681,1190.192139,2315.450684
298,14.900000,-0.018412,0.038143,-0.019976,0.998903,-495.584717,1219.839844,2314.670898
299,14.950000,0.001724,0.038460,-0.004775,0.999247,-495.699585,1247.082764,2314.759033
300,15.000000,0.021401,0.041803,0.018982,0.998716,-496.731934,1268.522827,2313.403320
301,15.050000,0.037095,0.044526,0.037709,0.997607,-498.146759,1284.109985,2312.448486
302,15.100000,0.048670,0.037989,0.050288,0.996825,-497.801025,1297.211304,2312.848633
303,15.150000,0.061750,0.025773,0.069259,0.995352,-498.570343,1308.847534,2316.760986
304,15.200000,0.074625,0.026577,0.082459,0.993441,-500.297180,1319.536865,2321.020508
305,15.250000,0.069350,0.030011,0.079075,0.994000,-499.099152,1329.328247,2325.002441
306,15.300000,0.071271,0.030303,0.085141,0.993355,-499.421417,1339.426880,2328.462402
307,15.350000,0.068423,0.026102,0.080443,0.994065,-500.640991,1345.433716,2333.072998
308,15.400000,0.046348,0.029442,0.076510,0.995556,-499.785217,1352.692505,2333.837646
309,15.450000,0.044276,0.028139,0.080846,0.995345,-501.299561,1358.302124,2335.420898
310,15.500000,0.034643,0.024440,0.075972,0.996208,-503.139679,1361.759155,2334.447266
311,15.550000,0.024722,0.022198,0.076587,0.996509,-504.814789,1365.031738,2332.096680
312,15.600000,0.019827,0.021941,0.077437,0.996559,-506.503998,1368.595947,2329.178955
313,15.650000,0.014772,0.022603,0.077600,0.996619,-507.471436,1371.667358,2326.002197
314,15.700000,0.013716,0.020905,0.072720,0.997039,-507.091522,1375.053955,2323.572998
315,15.750000,0.011217,0.018853,0.065188,0.997632,-505.821838,1377.770020,2321.408691
316,15.800000,0.010870,0.018109,0.059338,0.998015,-504.501465,1380.309692,2320.040771
317,15.850000,0.009109,0.018043,0.056717,0.998186,-503.653992,1382.195679,2318.561279
318,15.900000,0.003241,0.018102,0.052316,0.998461,-503.674805,1384.021851,2316.612549
319,15.950000,0.001235,0.019399,0.053570,0.998375,-504.473450,1385.828125,2315.275391
320,16.000000,-0.005958,0.021437,0.048287,0.998586,-506.063507,1387.949829,2313.044922
321,16.050000,-0.001825,0.023099,0.054435,0.998249,-507.318481,1390.526245,2311.390625
322,16.100000,-0.005583,0.023450,0.059420,0.997942,-508.905304,1392.910156,2310.135986
323,16.150000,-0.020264,0.026095,0.054877,0.997946,-510.611115,1394.445801,2308.881348
324,16.200000,-0.033931,0.031556,0.051058,0.997620,-511.689789,1396.441528,2308.568604
325,16.250000,-0.051666,0.035805,0.046375,0.996944,-511.568176,1398.394043,2307.985596
326,16.300000,-0.074721,0.036638,0.039264,0.995757,-511.093384,1400.413574,2307.235596
327,16.350000,-0.096020,0.036823,0.038089,0.993968,-509.767517,1402.144043,2306.311768
328,16.400000,-0.119433,0.035717,0.040306,0.991381,-508.691559,1402.265137,2304.687256
329,16.450000,-0.150545,0.035741,0.041320,0.987092,-507.248688,1401.477783,2302.593994
330,16.500000,-0.185779,0.035635,0.037271,0.981238,-505.607300,1400.941650,2300.538086
331,16.550000,-0.222987,0.035354,0.028491,0.973763,-503.506348,1399.833130,2298.392090
332,16.600000,-0.257451,0.035803,0.026645,0.965260,-501.080566,1398.920166,2296.293945
333,16.650000,-0.293402,0.033381,0.026803,0.955030,-499.099304,1398.315308,2293.623291
334,16.700000,-0.338940,0.023976,0.026950,0.940116,-496.904541,1395.773315,2290.942139
335,16.750000,-0.375786,0.020875,0.029460,0.926003,-494.985199,1393.214600,2288.246094
336,16.800000,-0.409500,0.019906,0.029598,0.911612,-492.906891,1391.173584,2285.837402
337,16.850000,-0.440453,0.023051,0.029989,0.896978,-490.757263,1388.901489,2284.526611
338,16.900000,-0.467525,0.029121,0.028567,0.883038,-489.048615,1386.766968,2283.922119
339,16.950000,-0.483740,0.036233,0.028290,0.874004,-486.840240,1385.976929,2284.133789
340,17.000000,-0.492172,0.039782,0.025283,0.869221,-484.515411,1387.005981,2285.044189
341,17.050000,-0.502518,0.039135,0.023757,0.863354,-482.966797,1388.194702,2285.718506
342,17.100000,-0.512845,0.035858,0.023081,0.857422,-481.947235,1389.116821,2286.204102
343,17.150000,-0.523225,0.034593,0.024621,0.851136,-481.076355,1390.388306,2286.269287
344,17.200000,-0.536474,0.034896,0.021879,0.842912,-480.097595,1390.240479,2285.639648
345,17.250000,-0.550884,0.036537,0.017037,0.833608,-478.948822,1389.558960,2285.069580
346,17.300000,-0.565884,0.037420,0.015102,0.823497,-476.907715,1388.450317,2284.333252
347,17.350000,-0.581120,0.035687,0.012051,0.812946,-475.300903,1386.799316,2283.671143
348,17.400000,-0.595731,0.033030,0.008351,0.802461,-473.401764,1384.864990,2282.951904
349,17.450000,-0.609414,0.032473,0.003946,0.792177,-471.572235,1384.105957,2282.311768
350,17.500000,-0.620305,0.034102,-0.001127,0.783618,-470.524292,1383.867920,2281.705811
351,17.550000,-0.632451,0.039716,-0.006197,0.773557,-469.735901,1383.310059,2280.485352
352,17.600000,-0.640088,0.041441,-0.005914,0.767161,-468.942078,1383.121094,2278.559082
353,17.650000,-0.640143,0.043649,0.000857,0.767015,-468.335266,1384.059082,2275.888184
354,17.700000,-0.646595,0.045341,0.003237,0.761478,-468.015533,1384.420166,2274.044678
355,17.750000,-0.658959,0.045112,-0.000517,0.750825,-467.275818,1383.509766,2272.114746
356,17.800000,-0.668311,0.046895,-0.003087,0.742396,-466.476349,1382.332886,2270.019775
357,17.850000,-0.675233,0.050652,-0.000928,0.735863,-465.160004,1381.739624,2267.750732
358,17.900000,-0.693599,0.046536,-0.004784,0.718840,-463.587067,1379.598633,2267.367676
359,17.950000,-0.710076,0.040834,-0.004072,0.702928,-461.133942,1377.592529,2266.701416
360,18.000000,-0.722738,0.039225,-0.001705,0.690006,-458.719452,1376.180298,2265.981201
361,18.050000,-0.733965,0.038755,-0.001962,0.678078,-456.800140,1375.386475,2265.281250
362,18.100000,-0.743541,0.040774,-0.003842,0.667435,-455.324951,1374.567017,2264.246094
363,18.150000,-0.755807,0.040887,-0.005506,0.653494,-453.827087,1372.519165,2262.121338
364,18.200000,-0.769749,0.038210,-0.008079,0.637151,-452.563354,1370.431519,2260.028564
365,18.250000,-0.783304,0.038360,-0.008550,0.620396,-451.692047,1367.503540,2257.291504
366,18.300000,-0.801104,0.034827,-0.012923,0.597372,-451.038055,1364.746704,2254.868652
367,18.350000,-0.819571,0.029510,-0.013618,0.572056,-450.504089,1361.425903,2252.967773
368,18.400000,-0.833578,0.029179,-0.011612,0.551508,-450.329865,1358.949341,2250.032959
369,18.450000,-0.847255,0.027050,-0.013055,0.530336,-450.217224,1357.285522,2247.785645
370,18.500000,-0.858722,0.027821,-0.015533,0.511450,-450.416321,1354.490967,2245.876953
371,18.550000,-0.865973,0.031184,-0.012942,0.498950,-449.774506,1350.830078,2244.464111
372,18.600000,-0.872446,0.035667,-0.014913,0.487179,-449.464020,1348.372803,2243.125732
373,18.650000,-0.884121,0.034288,-0.012598,0.465829,-449.438751,1347.102295,2242.005859
374,18.700000,-0.894750,0.033572,-0.010419,0.445182,-449.937012,1344.651367,2240.640625
375,18.750000,-0.906055,0.033344,-0.015032,0.421577,-450.864899,1342.893677,2239.080566
376,18.800000,-0.913917,0.037517,-0.017451,0.403788,-451.905853,1341.207397,2238.173828
377,18.850000,-0.922287,0.044363,-0.024329,0.383179,-454.478119,1340.115845,2236.349609
378,18.900000,-0.931081,0.046559,-0.028024,0.360743,-456.646179,1339.216309,2234.887451
379,18.950000,-0.938017,0.043610,-0.022673,0.343087,-458.686493,1338.636230,2234.150879
380,19.000000,-0.944788,0.036887,-0.020248,0.324969,-460.197571,1337.613159,2233.351318
381,19.050000,-0.955652,0.019661,-0.020369,0.293135,-461.406769,1337.716064,2233.308838
382,19.100000,-0.960833,0.019666,-0.021661,0.275580,-462.172852,1335.532227,2235.295654
383,19.150000,-0.966655,0.029401,-0.013010,0.254056,-461.589020,1333.430542,2237.746094
384,19.200000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
385,19.250000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
386,19.300000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
387,19.350000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
388,19.400000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
389,19.450000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
390,19.500000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
391,19.550000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
392,19.600000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
393,19.650000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
394,19.700000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
395,19.750000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
396,19.800000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
397,19.850000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
398,19.900000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
399,19.950000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
400,20.000000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
401,20.050000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
402,20.100000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
403,20.150000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
404,20.200000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
405,20.250000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
406,20.300000,-0.970871,0.036990,-0.006242,0.236648,-461.121918,1331.749146,2239.706299
407,20.350000,-0.993926,-0.032049,-0.038537,-0.097973,-378.325867,1348.920532,2315.305664
408,20.400000,-0.991867,-0.034549,-0.033778,-0.117754,-376.611359,1350.184082,2317.888428
409,20.450000,-0.988789,-0.042461,-0.032429,-0.139435,-373.743469,1351.932373,2320.331299
410,20.500000,-0.985642,-0.049488,-0.030232,-0.158580,-370.553528,1352.942627,2322.306152
411,20.550000,-0.980730,-0.049933,-0.020245,-0.187793,-367.679840,1353.114014,2324.808350
412,20.600000,-0.973949,-0.049326,-0.005987,-0.221257,-365.007111,1353.216919,2327.073975
413,20.650000,-0.968021,-0.041575,0.000225,-0.247402,-360.725891,1354.956055,2331.184326
414,20.700000,-0.959176,-0.043614,0.007484,-0.279326,-357.570740,1357.828369,2334.225586
415,20.750000,-0.952997,-0.040568,0.013987,-0.299926,-353.866852,1360.962402,2336.508057
416,20.800000,-0.945351,-0.038867,0.023487,-0.322876,-349.663452,1365.461182,2339.027100
417,20.850000,-0.940434,-0.025602,0.034285,-0.337273,-343.340118,1371.157593,2340.729980
418,20.900000,-0.922828,-0.021613,0.057652,-0.380259,-338.873383,1378.205200,2341.455322
419,20.950000,-0.908639,-0.018233,0.073448,-0.410668,-334.067719,1385.413208,2342.049316
420,21.000000,-0.895586,-0.007099,0.090325,-0.435564,-327.377747,1392.375244,2341.711670
421,21.050000,-0.885652,-0.004898,0.102194,-0.452939,-320.354218,1399.934814,2340.223633
422,21.100000,-0.873726,0.002829,0.115470,-0.472505,-315.323517,1403.613159,2339.861328
423,21.150000,-0.863775,0.003182,0.122145,-0.488838,-313.719330,1404.606689,2340.409668
424,21.200000,-0.864894,-0.006083,0.112198,-0.489217,-312.160858,1405.114502,2340.926758
425,21.250000,-0.866382,-0.003598,0.105853,-0.488022,-310.140411,1405.903198,2341.110596
426,21.300000,-0.862900,0.001399,0.103661,-0.494627,-308.145050,1408.868530,2341.205078
427,21.350000,-0.856495,0.001172,0.104473,-0.505471,-306.019714,1411.767578,2340.667480
428,21.400000,-0.843443,0.002365,0.105187,-0.526815,-305.630066,1415.111694,2340.726318
429,21.450000,-0.840298,0.010163,0.099340,-0.532849,-305.321442,1416.862915,2340.928711
430,21.500000,-0.831844,0.010056,0.092703,-0.547121,-305.836517,1420.483276,2340.851562
431,21.550000,-0.820081,0.005866,0.088066,-0.565400,-306.704895,1424.024170,2340.689209
432,21.600000,-0.811560,0.005152,0.084016,-0.578174,-307.567505,1428.636963,2340.617920
433,21.650000,-0.802628,0.014323,0.079684,-0.590961,-309.686615,1432.964722,2341.404297
434,21.700000,-0.791535,0.017657,0.072820,-0.606512,-310.554199,1439.626099,2341.551025
435,21.750000,-0.778793,0.019608,0.067763,-0.623302,-310.543304,1446.314575,2340.889404
436,21.800000,-0.768941,0.021489,0.066604,-0.635478,-310.831329,1452.286865,2340.022705
437,21.850000,-0.760367,0.023335,0.065323,-0.645778,-311.012543,1458.252563,2338.777832
438,21.900000,-0.748207,0.019479,0.063352,-0.660146,-310.008942,1464.940552,2336.844238
439,21.950000,-0.737612,0.025300,0.063712,-0.671736,-309.544159,1470.755615,2333.825684
440,22.000000,-0.712401,0.025087,0.071750,-0.697644,-308.764130,1477.000366,2330.942139
441,22.050000,-0.698572,0.031109,0.073161,-0.711110,-308.734589,1482.114258,2328.366211
442,22.100000,-0.685893,0.036007,0.073388,-0.723097,-308.993622,1486.576294,2326.316406
443,22.150000,-0.673108,0.036626,0.073225,-0.734998,-308.883606,1491.093262,2324.105957
444,22.200000,-0.659795,0.035355,0.074911,-0.746866,-309.144562,1495.532715,2321.927979
445,22.250000,-0.652154,0.035536,0.074496,-0.753580,-309.327820,1499.120850,2320.135742
446,22.300000,-0.641569,0.036157,0.076015,-0.762433,-309.474426,1502.319336,2318.169434
447,22.350000,-0.631155,0.040247,0.073801,-0.771088,-310.397888,1505.168457,2316.098389
448,22.400000,-0.612026,0.039917,0.069819,-0.786738,-311.121674,1508.421753,2312.362793
449,22.450000,-0.583083,0.044164,0.068946,-0.808276,-310.935089,1511.970459,2307.757324
450,22.500000,-0.548798,0.045998,0.072390,-0.831544,-310.022583,1515.356445,2302.697754
451,22.550000,-0.529214,0.050509,0.071802,-0.843935,-308.603119,1517.474609,2298.475830
452,22.600000,-0.511263,0.051957,0.076189,-0.854462,-307.299713,1519.474731,2294.683350
453,22.650000,-0.494770,0.055532,0.078047,-0.863729,-306.443146,1521.504639,2291.107910
454,22.700000,-0.478126,0.062030,0.076480,-0.872754,-305.973694,1523.762573,2287.468994
455,22.750000,-0.452001,0.071382,0.076989,-0.885817,-305.896576,1525.806519,2283.596436
456,22.800000,-0.422057,0.078575,0.079606,-0.899642,-305.722412,1528.354126,2279.927979
457,22.850000,-0.402690,0.077008,0.078685,-0.908691,-305.679565,1529.786743,2275.944580
458,22.900000,-0.385517,0.069897,0.076666,-0.916850,-306.666901,1530.667114,2273.840820
459,22.950000,-0.379012,0.058664,0.071019,-0.920796,-307.935791,1531.824585,2273.026367
460,23.000000,-0.378396,0.048992,0.062029,-0.922263,-309.313934,1531.975586,2271.699219
461,23.050000,-0.375139,0.044990,0.050496,-0.924498,-310.816254,1532.627808,2270.586182
462,23.100000,-0.368844,0.042140,0.039399,-0.927699,-312.551514,1532.944946,2268.502441
463,23.150000,-0.351847,0.041122,0.037630,-0.934396,-314.132538,1533.231079,2266.533936
464,23.200000,-0.341756,0.044517,0.031933,-0.938190,-315.228546,1533.836670,2264.768799
465,23.250000,-0.335037,0.048408,0.027589,-0.940556,-316.069427,1534.434692,2263.467529
466,23.300000,-0.322665,0.049231,0.029423,-0.944774,-316.942200,1534.511963,2261.576416
467,23.350000,-0.307955,0.046430,0.033347,-0.949682,-317.655548,1534.318604,2258.828857
468,23.400000,-0.290993,0.042876,0.038141,-0.955003,-318.420929,1533.850464,2255.612549
469,23.450000,-0.271392,0.038278,0.044603,-0.960672,-318.991211,1533.782227,2252.185059
470,23.500000,-0.258091,0.037841,0.044352,-0.964360,-319.032990,1533.794189,2249.208740
471,23.550000,-0.247566,0.038800,0.047055,-0.966950,-318.590576,1534.846680,2245.480713
472,23.600000,-0.239601,0.038163,0.043930,-0.969126,-318.083405,1536.537231,2241.737061
473,23.650000,-0.222151,0.031852,0.043194,-0.973534,-317.774872,1538.302124,2237.302246
474,23.700000,-0.202472,0.025726,0.037203,-0.978243,-317.920898,1540.243896,2232.799805
475,23.750000,-0.180281,0.020035,0.033043,-0.982856,-317.820435,1541.585327,2227.877686
476,23.800000,-0.163881,0.017996,0.031422,-0.985815,-317.149261,1543.225952,2223.498291
477,23.850000,-0.152405,0.020832,0.032198,-0.987574,-315.805908,1544.374268,2220.042236
478,23.900000,-0.150246,0.026329,0.024301,-0.987999,-314.508972,1546.469238,2216.794434
479,23.950000,-0.139748,0.026434,0.023963,-0.989544,-313.326965,1547.631836,2213.592773
480,24.000000,-0.132075,0.024621,0.019159,-0.990749,-312.089661,1549.462769,2210.741943
481,24.050000,-0.115708,0.026836,0.024539,-0.992618,-311.166199,1550.338257,2207.687744
482,24.100000,-0.102621,0.030648,0.024945,-0.993935,-310.032166,1551.596924,2204.397217
483,24.150000,-0.093843,0.033207,0.027070,-0.994665,-308.515656,1553.158813,2201.026123
484,24.200000,-0.081782,0.030617,0.030821,-0.995703,-307.033264,1554.527344,2197.160156
485,24.250000,-0.069010,0.027847,0.035121,-0.996609,-305.803162,1555.274902,2193.050049
486,24.300000,-0.058667,0.027929,0.034178,-0.997301,-304.947327,1555.380249,2189.114014
487,24.350000,-0.040052,0.028997,0.040896,-0.997939,-304.812073,1555.642212,2185.383057
488,24.400000,-0.031987,0.030282,0.038816,-0.998275,-305.136169,1555.560425,2181.969727
489,24.450000,-0.031459,0.032050,0.032955,-0.998447,-305.093414,1555.933472,2179.419922
490,24.500000,-0.017974,0.031626,0.041639,-0.998470,-305.212860,1554.615356,2176.522217
491,24.550000,-0.012643,0.032082,0.043421,-0.998462,-305.425751,1554.153320,2174.416260
492,24.600000,-0.013811,0.032536,0.039167,-0.998607,-305.712860,1553.440674,2172.195557
493,24.650000,-0.008527,0.029576,0.043737,-0.998569,-306.096588,1552.916870,2169.977783
494,24.700000,-0.007860,0.028075,0.045560,-0.998536,-306.528046,1552.982788,2168.167480
495,24.750000,-0.010117,0.026580,0.048012,-0.998442,-307.217133,1553.136841,2166.883789
496,24.800000,-0.009357,0.025172,0.048207,-0.998476,-308.291748,1552.884399,2165.468994
497,24.850000,-0.009967,0.023292,0.048240,-0.998514,-309.807770,1552.552612,2164.283936
498,24.900000,-0.011551,0.022250,0.047074,-0.998577,-310.959503,1552.719849,2163.697998
499,24.950000,-0.011009,0.021736,0.047025,-0.998597,-312.220490,1553.074219,2163.212891
500,25.000000,-0.011369,0.021041,0.046767,-0.998620,-313.296722,1553.610718,2163.017334
501,25.050000,-0.013338,0.021183,0.045565,-0.998648,-314.627014,1554.367065,2163.115967
502,25.100000,-0.013395,0.019839,0.045836,-0.998662,-316.056244,1555.002808,2162.855957
503,25.150000,-0.013798,0.018768,0.044101,-0.998756,-317.309998,1555.797974,2162.314453
504,25.200000,-0.016546,0.020351,0.039231,-0.998886,-318.440979,1557.144775,2161.901611
505,25.250000,-0.016245,0.023417,0.035839,-0.998951,-319.671875,1558.571289,2162.192139
506,25.300000,-0.014149,0.023046,0.036428,-0.998970,-321.470337,1559.864136,2162.745605
507,25.350000,-0.013930,0.022929,0.034252,-0.999053,-323.216187,1560.973145,2162.834473
508,25.400000,-0.012439,0.023673,0.035323,-0.999018,-324.996582,1562.167969,2163.506592
509,25.450000,-0.010612,0.025166,0.035620,-0.998992,-326.398499,1563.262573,2164.170166
510,25.500000,-0.017623,0.026805,0.028816,-0.999070,-328.206207,1564.690674,2164.780518
511,25.550000,-0.018657,0.027154,0.026078,-0.999117,-329.862518,1565.686890,2165.496338
512,25.600000,-0.016735,0.026817,0.026297,-0.999154,-331.451660,1566.680176,2165.818359
513,25.650000,-0.017309,0.027182,0.024855,-0.999172,-332.783447,1568.290649,2165.792236
514,25.700000,-0.018829,0.028211,0.020969,-0.999205,-334.215210,1569.791626,2165.420410
515,25.750000,-0.013448,0.028530,0.023076,-0.999236,-335.626190,1570.328979,2165.040771
516,25.800000,-0.011284,0.029606,0.024689,-0.999193,-336.926117,1571.556641,2165.179932
517,25.850000,-0.011234,0.029561,0.022427,-0.999248,-338.557892,1572.465698,2165.365967
518,25.900000,-0.010001,0.028547,0.021345,-0.999315,-340.554138,1572.764160,2165.354004
519,25.950000,-0.007608,0.027475,0.022943,-0.999330,-342.712708,1572.906982,2165.100098
520,26.000000,-0.004267,0.026464,0.022903,-0.999378,-345.175446,1574.070679,2165.065430
521,26.050000,-0.001096,0.023858,0.024981,-0.999403,-348.013489,1575.218018,2164.853516
522,26.100000,-0.003221,0.025045,0.023342,-0.999409,-351.585388,1576.910034,2165.690918
523,26.150000,-0.006150,0.027625,0.020696,-0.999385,-356.146271,1578.608887,2167.472900
524,26.200000,-0.013144,0.029069,0.017813,-0.999332,-360.975983,1580.438354,2170.131592
525,26.250000,-0.017035,0.031846,0.017379,-0.999197,-366.000122,1582.123535,2172.756592
526,26.300000,-0.013303,0.036986,0.017256,-0.999078,-371.536682,1583.200928,2174.850586
527,26.350000,-0.013772,0.043551,0.017332,-0.998806,-377.965576,1585.096924,2177.254639
528,26.400000,-0.016021,0.049256,0.010469,-0.998603,-384.554108,1588.172852,2179.895264
529,26.450000,-0.015725,0.052392,0.007689,-0.998473,-391.072784,1591.206787,2181.201416
530,26.500000,-0.019548,0.055562,0.005214,-0.998250,-396.952789,1594.753540,2181.578613
531,26.550000,-0.018154,0.056567,0.010574,-0.998178,-402.077911,1597.433594,2181.538818
532,26.600000,-0.017555,0.053443,0.016166,-0.998286,-406.128296,1599.699341,2180.723633
533,26.650000,-0.017162,0.050124,0.017634,-0.998440,-409.576752,1602.103882,2180.169678
534,26.700000,-0.012684,0.052446,0.020330,-0.998336,-413.291321,1604.326172,2180.111328
535,26.750000,-0.009039,0.061673,0.028867,-0.997638,-416.303101,1607.893921,2180.005127
536,26.800000,-0.005505,0.065400,0.036661,-0.997170,-418.505096,1610.116211,2179.365723
